CC,sgpa
1JB,8.25
1JB,7.42
1JB,7.08
1JB,9
1JB,6.33
1JB,8
1JB,8.75
1JB,7.42
1JB,7.17
1JB,9.33
1JB,8.08
1JB,6.42
1JB,8.58
1JB,5.5
1JB,8.25
1JB,8.58
1JB,1.17
1JB,8.17
1JB,6.17
1JB,6.75
1JB,9.17
1JB,9
1JB,5.5
1JB,8.83
1JB,4.83
1JB,8.08
1JB,5.92
1JB,9.5
1JB,7
1JB,7.5
1JB,9
1JB,8.83
1JB,8.5
1JB,9
1JB,8.67
1JB,8.33
1JB,6.17
1JB,9
1JB,7.75
1JB,8.58
1JB,8
1JB,9.67
1JB,8.08
1JB,8.42
1JB,8.17
1JB,7.25
1JB,8.33
1JB,6.5
1JB,6.5
1JB,8.17
1JB,7.5
1JB,8.58
1JB,8.67
1JB,6
1JB,9.17
1JB,9.33
1JB,7.33
1JB,9
1JS,6.08
1JS,6.5
1JS,6.17
1JS,7.83
1JS,8.58
1JS,3
1JS,9
1JS,6.08
1JS,5.17
1JS,7.67
1JS,7.75
1JS,8.83
1JS,9.42
1JS,6.92
1JS,5.58
1JS,7.83
1JS,8.83
1JS,6.92
1JS,8.83
1JS,6.5
1JS,8.58
1JS,8.5
1JS,7.67
1JS,8.17
1JS,5.67
1JS,7.42
1JS,7.08
1JS,7
1JS,8.33
1JS,9
1JS,9.33
1JS,7
1JS,9.67
1JS,6.75
1JS,7
1JS,5.08
1JS,7.58
1JS,8.33
1JS,9
1JS,7.33
1JS,6.67
1JS,8.17
1JS,7.83
1JS,8.42
1JS,5.75
1JS,8.67
1JS,9.42
1JS,8.67
1JS,9
1JS,8.08
1JS,4.92
1JS,6.58
1JS,7.58
1JS,4.58
1JS,8.67
1JS,8.08
1JS,8.67
1JS,6.75
1JS,8.92
1JS,8
1JS,5.67
1JS,5.92
1JS,8
1JS,9.25
1JS,8
1JS,5.17
1JS,7.25
1JS,1.92
1JS,6.58
1JS,4.67
1JS,6.5
1JS,8.42
1JS,8
1JS,8
1JS,8.33
1JS,3.67
1JS,8.17
1JS,6.25
1JS,6.67
1JS,5.67
1JS,8.58
1JS,5
1JS,9
1JS,5.75
1JS,8.25
1JS,8.33
1JS,7.08
1JS,8.17
1JS,7.67
1JS,6.92
1JS,9
1JS,6.42
1JS,7.25
1JS,9
1JS,4.58
1JS,0.67
1JS,8.42
1JS,8.5
1JS,8.33
1JS,3.08
1JS,8.75
1JS,9.67
1JS,7.58
1JS,8.67
1JS,6.75
1JS,8.83
1JS,7.83
1JS,6
1JS,5
1JS,8.92
1JS,8.92
1JS,7.5
1JS,7.25
1JS,6.42
1JS,7.42
1JS,8.08
1JS,6.25
1JS,7.25
1JS,8.75
1JS,8.75
1JT,7
1JT,7.92
1JT,6.33
1JT,5.92
1JT,6.42
1JT,7.75
1JT,8
1JT,4.42
1JT,8.83
1JT,7.33
1JT,5.92
1JT,6.67
1JT,4.33
1JT,5.83
1JT,6.5
1JT,3.25
1JT,5.75
1JT,5.5
1JT,5.58
1JT,6.5
1JT,8.5
1JT,8.17
1JT,6.33
1JT,7.67
1JT,8.67
1JT,8.17
1JT,8.17
1JT,9
1JT,3.83
1JT,3.83
1JT,1.08
1JT,8.58
1JT,7.67
1JT,8.17
1JT,6.42
1JT,8.33
1JT,4.33
1JT,8.08
1JT,7.25
1JT,6.08
1JT,7.83
1JT,7.33
1JT,8.33
1JT,8.67
1JT,4.33
1JT,5.83
1JT,7.25
1JT,4.58
1JT,8.25
1JT,6.67
1JT,4.25
1JT,6
1JT,7.83
1JT,4.5
1JT,4.83
1JT,8.67
1JT,8.17
1JT,4.58
1JT,5.75
1JT,3.75
1JT,4.5
1JT,5.33
1JV,6.5
1JV,3.92
1JV,7.92
1JV,1.83
1JV,7.17
1JV,6.83
1JV,7.08
1JV,3.83
1JV,8.17
1JV,5.25
1JV,8
1JV,5.58
1JV,6.33
1JV,1.83
1JV,7.25
1JV,7.33
1JV,4.75
1JV,5.83
1JV,2.75
1JV,3.25
1JV,6.58
1JV,2.17
1JV,4.75
1JV,7.17
1JV,1.5
1JV,2.67
1JV,4.83
1JV,3.33
1JV,2.33
1JV,7.75
1JV,3.58
1JV,7.08
1JV,5.42
1JV,5.08
1JV,6.25
1JV,8.5
1JV,5.33
1JV,7.83
1KI,7.25
1KI,7.33
1KI,6.5
1KI,5.33
1KI,5.33
1KI,3.08
1KI,6.58
1KI,7.08
1KI,5.08
1KI,3.25
1KI,7.08
1KI,6.75
1KI,7.08
1KI,6.33
1KI,5.08
1KI,6.25
1KI,3.5
1KI,8.25
1KI,4.17
1KI,2
1KI,3.17
1KI,6.83
1KI,7.83
1KI,5.67
1KI,7.75
1KI,4.17
1KI,6.17
1KI,3
1KI,5.75
1KI,6.5
1KI,7.08
1KI,5.17
1KI,6.58
1KI,2
1KI,7.17
1KI,6.83
1KI,8.58
1KI,7.17
1KI,6.75
1KI,5.5
1KI,8.25
1KI,4.42
1KI,8.42
1KI,4.17
1KI,6.75
1KI,7.75
1KI,5.25
1KI,5.08
1KI,3.83
1KI,5.75
1KI,7.25
1KI,2.33
1KI,5.67
1KI,5.58
1KI,5.75
1KI,6.42
1KI,5.75
1KI,5.92
1KI,6.5
1KI,6.67
1KI,4.5
1KI,4.83
1KI,5.17
1KI,7.17
1KI,7.42
1KI,5.83
1KI,7.5
1KI,6.25
1KI,6.83
1KI,7.92
1KI,8.67
1KI,6.17
1KI,7.42
1KI,3.92
1KI,4.67
1KI,4.5
1KI,8.42
1KI,5.92
1KI,3.5
1KI,3.33
1KI,5.67
1KI,7.75
1KI,7.67
1KI,3.17
1KI,1.5
1KI,7.25
1KI,5.58
1KI,4.08
1KI,6.75
1KI,5.67
1KI,6.67
1KI,1.33
1KI,7.75
1KI,5.33
1KI,3.5
1KI,3.83
1KI,5.58
1KI,8.17
1KI,2.17
1KI,5
1KI,6.92
1KI,5.92
1KI,1.5
1KI,6.42
1KN,7.42
1KN,6.67
1KN,7.17
1KN,5.75
1KN,2.5
1KN,5.08
1KN,4.17
1KN,9
1KN,7.42
1KN,7.67
1KN,2.08
1KN,2.33
1KN,4.67
1KN,5.25
1KN,8
1KN,6.25
1KN,6.08
1KN,6.42
1KN,5.42
1KN,7.83
1KN,7.83
1KN,2.83
1KN,7.75
1KN,7.92
1KN,6.42
1KN,7
1KN,4.33
1KN,9
1KN,7.67
1KN,5.92
1KN,4.25
1KN,5.42
1KN,3.92
1KN,2.58
1KN,2.67
1KN,8.08
1KN,6.42
1KN,6.08
1KN,3.67
1KN,4.5
1KN,7.58
1KN,7
1KN,5.42
1KN,8.08
1KN,4.75
1KN,1.58
1KN,7.5
1KN,3.83
1KN,6.83
1KN,7.58
1KN,7
1KN,6.67
1KN,7.33
1KN,7.83
1KN,8.17
1KN,4.83
1KN,6.42
1KN,4.5
1KN,8.08
1KN,6.33
1KN,5.25
1KN,6.33
1KN,5.42
1KN,5.5
1KN,2.5
1KN,6.33
1KN,5.75
1KN,3.75
1KN,3.33
1KN,7
1KN,8.33
1KN,3.75
1KN,8.33
1KN,4.17
1KS,7.42
1KS,7.33
1KS,6.42
1KS,9
1KS,8
1KS,5
1KS,7.5
1KS,8.17
1KS,6.25
1KS,7.83
1KS,7.83
1KS,7.33
1KS,8.33
1KS,6.92
1KS,7.5
1KS,3.33
1KS,8.17
1KS,5.08
1KS,6.92
1KS,7.67
1KS,7
1KS,7.83
1KS,8.25
1KS,8.25
1KS,9.33
1KS,5.25
1KS,6.5
1KS,2.08
1KS,7.83
1KS,6.75
1KS,8.83
1KS,8.17
1KS,8.5
1KS,6.75
1KS,5.83
1KS,8.67
1KS,8.83
1KS,7.92
1KS,7.17
1KS,7.83
1KS,8.33
1KS,2.92
1KS,3.83
1KS,7.5
1KS,3.75
1KS,8.5
1KS,7.5
1KS,7
1KS,9.33
1KS,2.5
1KS,5.42
1KS,6.83
1KS,8.5
1KS,8.17
1KS,8.5
1KS,6.92
1KS,4.08
1KS,3.33
1KS,7.58
1KS,9
1KS,7.42
1KS,7.92
1KS,7.58
1KS,5.58
1KS,8.33
1KS,7.08
1KS,3.17
1KS,3.83
1KS,5.33
1KS,7.58
1KS,7.42
1KS,8.75
1KS,6.83
1KS,1.08
1KS,7.83
1KS,7.42
1KS,5.75
1KS,8.17
1KS,1.92
1KS,7.5
1KS,8.08
1KS,9.58
1KS,8.83
1KS,4.75
1KS,8.67
1KS,8.42
1KS,9
1KS,7.5
1KS,4.92
1KS,8.17
1KS,8.33
1KS,7.5
1KS,6.83
1KS,9.17
1KS,7
1KS,1.33
1KS,8.17
1KS,4.42
1KS,9.33
1KS,8.33
1KS,4.5
1KS,7.83
1KS,6.33
1KS,9.33
1KS,3.58
1KS,8.17
1KS,6.42
1KS,8.58
1KS,5
1KS,4.33
1KS,7.17
1KS,7.42
1KS,8.17
1KS,7.25
1KS,8.17
1KS,9.17
1KS,7.5
1KS,9.5
1KT,5.33
1KT,5
1KT,7.58
1KT,1.83
1KT,6.5
1KT,5.17
1KT,1
1KT,6.5
1KT,1.67
1KT,6.42
1KT,6
1KT,4.33
1KT,7
1KT,0.67
1KT,4.42
1KT,4.17
1KT,7.5
1KT,6.67
1KT,8.08
1KT,6.33
1KT,1.58
1KT,0.67
1KT,6.25
1KT,6.75
1KT,7.25
1KT,7.33
1KT,5.75
1KT,4.75
1KT,3.42
1KT,3
1KT,8.5
1KT,7.08
1KT,8.33
1KT,3.08
1KT,3
1KT,9
1KT,5.08
1KT,6.5
1KT,5.75
1KT,1.92
1KT,7.25
1KT,9
1KT,3.42
1KT,6
1KT,8.25
1KT,8.5
1KT,5.33
1KT,4.25
1KT,5.67
1KT,7
1KT,4
1KT,4.67
1KT,0.5
1KT,6.92
1KT,6.58
1KT,4.17
1KT,7.75
1KT,2
1KT,5.25
1KT,7.67
1KT,7.42
1KT,3.83
1KT,2.67
1KT,5.92
1KT,7.83
1KT,5.5
1KT,1.33
1KT,7.75
1KT,7.92
1KT,4.83
1KT,5.83
1KT,7.83
1KT,7.25
1KT,4.33
1KT,7.17
1KT,3.33
1KT,7.08
1KT,7.08
1KT,3.08
1KT,3.92
1KT,5.33
1KT,6.75
1KT,7.25
1KT,7.58
1KT,7.08
1KT,5.25
1KT,6
1KT,2.5
1KT,5.42
1KT,1
1KT,6.83
1KT,6.83
1KT,5.08
1KT,6.25
1KT,1.92
1KT,7.75
1KT,1.25
1KT,7.58
1KT,7.5
1KT,1.92
1ME,1.33
1ME,6.5
1ME,4.58
1ME,1.92
1ME,4.08
1ME,7.25
1ME,5
1ME,1.83
1ME,1.25
1ME,0.67
1ME,3.92
1ME,1.75
1ME,5.75
1ME,1.83
1ME,1.25
1ME,8.58
1ME,2.83
1ME,3.33
1ME,6.67
1ME,5.67
1ME,6.25
1ME,4.5
1ME,4.75
1ME,6.42
1ME,3.75
1ME,6.83
1ME,6.67
1ME,5.42
1ME,2.75
1ME,1.5
1ME,6.92
1ME,6.75
1ME,3.92
1ME,2.92
1ME,7.25
1ME,8.83
1ME,1.75
1ME,6
1ME,5.5
1ME,3.25
1ME,1
1ME,6.08
1ME,5.58
1ME,6.75
1ME,3
1ME,6.83
1ME,3.67
1ME,6.08
1ME,2.75
1ME,6.75
1ME,2.33
1ME,7.08
1ME,0.42
1ME,8.17
1ME,1.67
1ME,5.33
1ME,6.08
1ME,5.75
1ME,6.92
1ME,3.42
1ME,1.75
1ME,4.92
1ME,5.5
1ME,4.5
1ME,5
1ME,4.33
1ME,0.83
1ME,6.42
1ME,4.25
1ME,5.08
1ME,2.92
1ME,3.08
1ME,6.67
1ME,3.75
1ME,1.67
1ME,3.75
1ME,7.5
1ME,5.5
1ME,3.83
1ME,2.67
1ME,2.75
1ME,1.83
1ME,6.75
1ME,5.92
1ME,7.42
1ME,4.67
1ME,3.83
1ME,0.92
1ME,3.5
1ME,1.08
1ME,7.75
1ME,4.67
1ME,4
1ME,4
1ME,5.42
1ME,3.17
1ME,3.08
1MJ,2.83
1MJ,5.92
1MJ,4.33
1MJ,5.92
1MJ,3.58
1MJ,7.75
1MJ,7.92
1MJ,3.17
1MJ,5.67
1MJ,6.25
1MJ,4.92
1MJ,1.17
1MJ,2.92
1MJ,9.17
1MJ,6.83
1MJ,6.42
1MJ,1.83
1MJ,6.92
1MJ,6.92
1MJ,6.92
1MJ,2.5
1MJ,6.67
1MJ,9.08
1MJ,7.75
1MJ,4.17
1MJ,9.42
1MJ,7.42
1MJ,5
1MJ,1.25
1MJ,8.83
1MJ,3.83
1MJ,7.33
1MJ,2.5
1MJ,7.83
1MJ,6.58
1MJ,6.83
1MJ,8.08
1MJ,1.33
1MJ,6.33
1MJ,2.33
1MJ,7.75
1MJ,8.67
1MJ,7.92
1MJ,8.75
1MJ,4.42
1MJ,7.92
1MJ,7.5
1MJ,2.83
1MJ,6.67
1MJ,6.67
1MJ,7.58
1MJ,7.42
1MJ,6.5
1MJ,5.58
1MJ,7.67
1MJ,6.08
1MJ,5.92
1MJ,8.42
1MJ,5
1MJ,8
1MJ,7.5
1MJ,4.08
1MJ,5.33
1MJ,7
1MJ,2.25
1MJ,2.67
1MJ,9.33
1MJ,6.17
1MJ,3.83
1MJ,8.5
1MJ,4
1MJ,7.42
1MJ,7.83
1MJ,3.67
1MJ,7.25
1MJ,5.5
1MJ,8.67
1MJ,7.75
1MJ,8.25
1MJ,6.92
1MJ,7.42
1MJ,4.5
1MJ,8.33
1MJ,2.08
1MJ,7.25
1MJ,7
1MJ,8.5
1MJ,7
1MJ,5.75
1MJ,8.33
1MJ,3.83
1MJ,8.58
1MJ,8.5
1MJ,9.17
1MJ,7.25
1MJ,7.08
1MJ,3.33
1MJ,8.33
1MJ,7.5
1MJ,7.42
1MJ,4.33
1MJ,6.75
1MJ,8.25
1MJ,6.83
1MJ,2.25
1MJ,7.17
1MJ,4.33
1MJ,6.67
1MJ,5.67
1MJ,6.67
1MJ,7.75
1MJ,7.33
1MJ,4.25
1MJ,1.92
1MJ,8.67
1MJ,6.67
1MJ,3.83
1MJ,6.75
1MJ,7.42
1MJ,8.08
1MJ,4.92
1MJ,6.33
1MJ,7.58
1MJ,5.08
1MJ,6.5
1MJ,7.83
1MJ,5.08
1MJ,6.42
1MJ,8.17
1MJ,6
1MJ,6.17
1MJ,7.25
1MJ,3
1MJ,7.08
1MJ,7.92
1MJ,6.92
1MJ,6.75
1MJ,4.75
1MJ,2
1MJ,5.17
1MJ,7.83
1MJ,4.25
1MJ,1.17
1MJ,7.42
1MJ,6.42
1MJ,5.08
1MJ,7.67
1MJ,7.08
1MJ,7
1MJ,8.17
1MJ,6.08
1MJ,6.92
1MJ,9.17
1MJ,2.92
1MJ,7.83
1MJ,6.75
1MJ,7.17
1MJ,9.42
1MJ,8.25
1MJ,8.67
1MJ,7.08
1MJ,7.08
1MJ,7
1MJ,7.17
1MJ,8.83
1MJ,3.33
1MJ,6
1MJ,6.92
1MJ,4.83
1MJ,3.33
1MJ,2.25
1MJ,8.33
1MJ,4.17
1MV,9.5
1MV,9.5
1MV,7.5
1MV,8.17
1MV,9.33
1MV,8.83
1MV,6.92
1MV,8.42
1MV,9.17
1MV,6.5
1MV,8.67
1MV,9.17
1MV,4.83
1MV,7.17
1MV,9.17
1MV,6.67
1MV,9
1MV,9
1MV,7.42
1MV,6
1MV,8
1MV,8.5
1MV,5.83
1MV,7.17
1MV,7.92
1MV,6.33
1MV,7.5
1MV,8.33
1MV,7.17
1MV,7.17
1MV,8.08
1MV,6.83
1MV,3
1MV,9.33
1MV,7.08
1MV,8
1MV,8.75
1MV,6.83
1MV,6
1MV,7.17
1MV,5.17
1MV,8.42
1MV,8.25
1MV,7.83
1MV,8.75
1MV,5.42
1MV,9.5
1MV,9.17
1MV,9.67
1MV,4.83
1MV,9.67
1MV,7.42
1MV,9.5
1MV,8.5
1MV,7.83
1MV,9.33
1MV,8.17
1MV,7.92
1MV,8.5
1MV,9.5
1MV,5.75
1MV,8.17
1MV,8.83
1MV,2
1MV,6.67
1MV,9.17
1MV,8.83
1MV,6
1MV,8.5
1MV,7.33
1MV,9.17
1MV,9.67
1MV,8.17
1MV,8.5
1MV,5.17
1MV,7.58
1MV,8.33
1MV,3.75
1MV,8.33
1MV,9
1MV,9.5
1MV,1.83
1MV,4.75
1MV,5.58
1MV,6.83
1MV,8.17
1MV,4.33
1MV,7.83
1MV,1.5
1MV,7.5
1MV,9.33
1MV,9.67
1MV,9.17
1MV,6.58
1MV,7.5
1MV,4.17
1MV,8.67
1MV,6.92
1MV,7.08
1MV,9.5
1MV,7.42
1MV,8.83
1MV,8.67
1MV,7.42
1MV,9.33
1MV,7.42
1MV,5.83
1MV,8.17
1MV,8.17
1MV,8.5
1MV,8.67
1MV,8
1MV,5.5
1MV,8.08
1MV,6
1MV,8.25
1MV,7.75
1MV,7.5
1MV,7.67
1MV,7.58
1MV,8.42
1MV,7.17
1MV,9.17
1MV,9.5
1MV,2.83
1MV,7.33
1MV,7.58
1MV,4.5
1NJ,3
1NJ,3
1NJ,2.75
1NJ,2.25
1NJ,1.08
1NJ,0.92
1NJ,2.08
1OX,7.42
1OX,2.17
1OX,1.5
1OX,6
1OX,3.17
1OX,3.92
1OX,3.67
1OX,6.92
1OX,4.08
1OX,4.17
1OX,8.83
1OX,8.5
1OX,3.33
1OX,8.67
1OX,5.83
1OX,5.17
1OX,8.42
1OX,8
1OX,4.08
1OX,5
1OX,4.5
1OX,3
1OX,4.58
1OX,5.25
1OX,8.83
1OX,2.5
1OX,2.67
1OX,6.58
1OX,5.67
1OX,7.33
1OX,7.17
1OX,8.83
1OX,9.33
1OX,4.5
1OX,2.92
1OX,4.83
1OX,7.17
1OX,4.83
1OX,9
1OX,8.83
1OX,5.17
1OX,8.58
1OX,8.33
1OX,5.83
1OX,7.83
1OX,7.25
1OX,4.5
1OX,3.58
1OX,7.58
1OX,4.17
1OX,1.83
1OX,6.08
1OX,8.42
1OX,7.33
1OX,4.08
1OX,5.5
1OX,7.67
1OX,7.58
1OX,6.67
1OX,2.67
1OX,7.83
1OX,8.33
1OX,3.42
1OX,7.17
1OX,8.67
1OX,1.67
1OX,4.58
1OX,3.08
1OX,8.25
1OX,8.17
1OX,5.5
1OX,3.42
1OX,9.17
1OX,4.83
1OX,0.67
1OX,4.67
1OX,7.67
1OX,3.08
1OX,6.25
1OX,8.08
1OX,7.58
1OX,6.67
1OX,2.58
1OX,7.92
1OX,6
1OX,8.67
1OX,3.33
1OX,6.83
1OX,4.75
1OX,8.67
1OX,7.33
1OX,1.75
1OX,5.42
1OX,2.17
1OX,8
1OX,6.83
1OX,3.92
1OX,3.17
1OX,5.75
1OX,7.92
1OX,4.25
1OX,7.75
1PE,8.25
1PE,8
1PE,6.83
1PE,7.5
1PE,7.5
1PE,8.33
1PE,7.75
1PE,8.75
1PE,8.08
1PE,8.5
1PE,7.92
1PE,8.67
1PE,8.25
1PE,0.42
1PE,7.75
1PE,7.58
1PE,7.5
1PE,8.75
1PE,9
1PE,2.92
1PE,5.5
1PE,8.08
1PE,5.25
1PE,7.92
1PE,7.5
1PE,9.17
1PE,7.25
1PE,7.58
1PE,4.42
1PE,8
1PE,6.92
1PE,6.25
1PE,7.58
1PE,8.67
1PE,7.58
1PE,8
1PE,8.5
1PE,4
1PE,8.17
1PE,9
1PE,7.17
1PE,6.67
1PE,1.67
1PE,6.67
1PE,6.67
1PE,7.42
1PE,5.67
1PE,1.83
1PE,7.75
1PE,7.25
1PE,7.58
1PE,4.92
1PE,7.5
1PE,9
1PE,5.83
1PE,6.25
1PE,7
1PE,6.42
1PE,9.17
1PE,2.67
1PE,7.42
1PE,7.83
1PE,8.67
1PE,8.25
1PE,0.42
1PE,9
1PE,8
1PE,7.5
1PE,8.33
1PE,5.92
1PE,7.5
1PE,9.25
1PE,8.5
1PE,8.17
1PE,8.83
1PE,7.42
1PE,8.75
1PE,6.25
1PE,6.5
1PE,7.83
1PE,7
1PE,7.42
1PE,8.42
1PE,8.83
1PE,2.17
1PE,7.5
1PE,8.5
1PE,7.67
1PE,7.58
1PE,3.67
1PE,8.58
1PE,8.5
1PE,8.42
1PE,8.08
1PE,3
1PE,7.75
1PE,8.92
1PE,4.67
1PE,9.58
1PE,7.75
1PE,8.58
1PE,7
1PE,8.33
1PE,9.67
1PE,5.58
1PE,7.67
1PE,9
1PE,8.33
1PE,8.42
1PE,8.42
1PE,6.08
1PE,7.17
1PE,4.83
1PE,8.83
1PE,8
1PE,5
1PE,2.08
1PE,2.92
1PE,7.83
1PE,7.75
1PE,8.67
1PE,1.67
1PE,8.75
1PE,2.67
1PE,8.75
1PE,9
1PE,9.08
1PE,5.33
1PE,8
1PE,7.25
1PE,4.42
1PE,8.08
1PE,8.42
1PE,7.75
1PE,7
1PE,8.25
1PE,5
1PE,8.33
1PE,6.67
1PE,8.58
1PE,6.67
1PE,7.75
1PE,8.58
1PE,9.25
1PE,9
1PE,8.33
1PE,7.33
1PE,7.42
1PE,9.25
1PE,9
1PE,9.17
1PE,8.75
1PE,7.83
1PE,8.92
1PE,9
1PE,9
1PE,7.92
1PE,8.83
1PE,8.25
1PE,8.92
1PE,7.17
1PE,9.17
1PE,8.42
1PE,6.5
1PE,9
1PE,6.58
1PE,1.92
1PE,7.75
1PE,5.75
1PE,8.5
1PE,7.25
1PE,8
1PE,7.08
1PE,7.08
1PE,8.17
1PE,3.58
1PE,6.58
1PE,9.25
1PE,8.42
1PE,6.17
1PE,6.67
1PE,7.33
1PE,7.08
1PE,7
1PE,7.25
1PN,6
1PN,1.92
1PN,2.08
1PN,1.92
1PN,2
1PN,5.83
1PN,6.33
1PN,2.42
1PN,7.08
1PN,7.17
1PN,6.75
1PN,3.5
1PN,4.33
1PN,1.92
1PN,1.17
1PN,1.75
1PN,4.67
1PN,5.25
1PN,7.83
1PN,7.42
1PN,3.08
1PN,1.25
1PN,2.42
1PN,2.83
1PN,4
1PN,2.08
1PN,1.67
1PN,3.92
1RC,3.83
1RC,6.17
1RC,6.08
1RC,4.42
1RC,2
1RC,1.83
1RC,8.08
1RC,1.92
1RC,3.67
1RC,1.25
1RC,8.17
1RC,5.42
1RC,4.17
1RC,2.42
1RC,4.83
1RC,5.75
1RC,5.33
1RC,1.83
1RC,5.25
1RC,4.92
1RC,4.75
1RC,7.92
1RC,7.5
1RC,3.17
1RC,5.92
1RC,6.42
1RC,4.83
1RC,6.67
1RC,3.5
1RC,2.67
1RC,4.42
1RC,8.5
1RC,6.08
1RC,8.25
1RC,4.5
1RC,4.5
1RC,2.58
1RC,2.75
1RC,1.92
1RG,8.67
1RG,5.58
1RG,3
1RG,4
1RG,6.08
1RG,2
1RG,9
1RG,4
1RG,9.17
1RG,4.58
1RG,7.58
1RG,5.83
1RG,4.75
1RG,7.5
1RG,6.83
1RG,4.75
1RG,3.67
1RG,2.67
1RG,4.33
1RG,3.75
1RG,2.67
1RG,8.67
1RG,9
1RG,7.33
1RG,4.58
1RG,2.83
1RG,7.83
1RG,6.67
1RG,5.75
1RG,4.5
1RG,8.33
1RG,4.42
1RG,5.25
1RG,3.75
1RG,8
1RG,6.42
1RG,4.67
1RG,8.75
1RG,7.83
1RG,8.67
1RG,7.67
1RG,8.67
1RG,8.75
1RG,1.58
1RG,4.17
1RG,6.58
1RG,6.42
1RG,8
1RG,3.92
1RG,7.33
1RG,4.25
1RG,7.58
1RG,1.67
1RG,7.83
1RG,8.17
1RG,5.67
1RG,2.83
1RG,8.17
1RG,7.08
1RG,8
1RG,3
1RG,6.5
1RG,6.75
1RG,2.67
1RG,4.5
1RG,8.17
1RG,7.67
1RG,4.83
1RG,8.5
1RG,4.67
1RG,4.58
1RG,6.42
1RG,2.92
1RG,5.67
1RG,2.5
1RG,2
1RG,3.25
1RG,5.08
1RG,7.33
1RG,5.42
1RG,6.83
1RG,6.33
1RG,7.25
1RG,7.33
1RG,2.33
1RG,6.17
1RG,7.67
1RG,8.17
1RG,3.92
1RG,5.75
1RG,3.58
1RG,5.42
1RG,8.67
1RG,6.75
1RG,7.75
1RG,7.5
1RG,4.33
1RG,6.25
1RG,1.08
1RG,6.17
1RG,6.75
1RG,8.25
1RG,0.58
1RG,3.92
1RG,7.17
1RG,1.17
1RG,6.83
1RG,8.5
1RG,1.75
1RG,4.5
1RG,6.92
1RG,7.42
1RG,6.92
1RG,7
1RG,5.75
1RG,8.17
1RG,1.25
1RG,3.08
1RI,2.75
1RI,1
1RI,3.58
1RI,7.75
1RI,3.42
1RI,4.75
1RI,8.33
1RI,6.92
1RI,3.25
1RI,8
1RI,2.58
1RI,8.08
1RI,0.67
1RI,5.92
1RI,8.08
1RI,2.5
1RI,6.33
1RI,3.83
1RI,6.83
1RI,7.83
1RI,6
1RI,4.83
1RI,8.33
1RI,7.92
1RI,5.17
1RI,5.17
1RI,0.5
1RI,2.92
1RI,6.92
1RI,1.25
1RI,2.83
1RI,7.42
1RI,7.33
1RI,1.17
1RI,6.17
1RI,5.58
1RI,6
1RI,5.33
1RI,7.83
1RI,3.92
1RI,7.08
1RI,5.92
1RI,6.17
1RI,3.75
1RL,2.58
1RL,5.58
1RL,6.92
1RL,7.08
1RL,5.67
1RL,7.67
1RL,6.17
1RL,7.58
1RL,6.75
1RL,6.17
1RL,3.67
1RL,5.33
1RL,4.5
1RL,1.92
1RL,4.33
1RL,2.33
1RL,6.25
1RL,2.08
1RL,8.42
1RL,7.67
1RL,5.5
1RL,1.83
1RL,8.75
1RL,8.67
1RL,7
1RL,8
